evidence_label,evidence,claim
NOT_ENOUGH_INFO,"""Hysterectomy Procedures Pacing A Downward Trend"".","In fact, the trend, while not statistically significant, is downward.”"
NOT_ENOUGH_INFO,"The center works on the Internet's routing infrastructure (the SPRI program) and Domain Name System (DNSSEC), identity theft and other online criminal activity (ITTC), Internet traffic and networks research (PREDICT datasets and the DETER testbed), Department of Defense and HSARPA exercises (Livewire and Determined Promise), and wireless security in cooperation with Canada.","More money is dedicated within the Department of Homeland Security to climate change than what's spent combating ""Islamist terrorists radicalizing over the Internet in the United States of America."""
NOT_ENOUGH_INFO,"While ‘climate change’ can be due to natural forces or human activity, there is now substantial evidence to indicate that human activity – and specifically increased greenhouse gas (GHGs) emissions – is a key factor in the pace and extent of global temperature increases.","They concluded that trends toward rising climate damages were mainly due to increased population and economic activity in the path of storms, that it was not currently possible to determine the portion of damages attributable to greenhouse gases, and that they didn’t expect that situation to change in the near future."
NOT_ENOUGH_INFO,"It would also reduce environmental pollution such as air pollution caused by burning of fossil fuels and improve public health, reduce premature mortalities due to pollution and save associated health costs that amount to several hundred billion dollars annually only in the United States.","When you account for all of the costs associated with burning coal and other fossil fuels, like air pollution and health effects, in reality they are significantly more expensive than most renewable energy sources."
NOT_ENOUGH_INFO,Arrhenius calculated the temperature increase expected from doubling CO 2 to be around 5-6 °C.,"""Global warming data apparently cooked by U.S. government-funded body  shows astounding temperature fraud with increases averaging 10 to 15  degrees Fahrenheit."
SUPPORTS,"the CO2 concentration already released into the atmosphere since the beginning of industrialization, which has risen from well below 300 PPM to more than 415 PPM (2019).",The final amount of extra CO2 that remains in the atmosphere stays there on a time scale of centuries.
NOT_ENOUGH_INFO,"To derive these requirements in an effective manner, a systems engineering-based risk assessment and mitigation logic should be used.",There are fundamental faults in the statistical and scientific analyses used to justify the need for early and comprehensive mitigatory action by governments.
SUPPORTS,"""Storm Harvey: impacts likely worsened due to global warming"".",[climate scientists] say that aspects of the case of Hurricane Harvey suggest global warming is making a bad situation worse.
REFUTES,A study by Cambridge Econometrics shows the potential air pollution benefits of EVs.,New Study Confirms EVs Considerably Worse For Climate Than Diesel Cars.
NOT_ENOUGH_INFO,"""High sensitivity of peat decomposition to climate change through water-table feedback"".",A number of independent studies using near-global satellite data find positive feedback and high climate sensitivity.
NOT_ENOUGH_INFO,"""""2016 Climate Trends Continue to Break Records"".",NASA has been adjusting temperatures from the past[...]
NOT_ENOUGH_INFO,"The 392 MW Ivanpah Solar Power Facility, in the Mojave Desert of California, is the largest solar power plant in the world.","If we got solar energy from ""an area of the Southwestern desert 100 miles on a side, that would be enough, in and of itself, to provide 100 percent of all the electricity needs for the United States of America in a full year."""
NOT_ENOUGH_INFO,"According to NASA, the most widespread Antarctic surface melting of the past 30 years occurred in 2005, when an area of ice comparable in size to California briefly melted and refroze; this may have resulted from temperatures rising to as high as 5 °C (41 °F).","NASA Finds Antarctica is Gaining Ice,"
SUPPORTS,"Due to the poleward migration of the planet's isotherms (about 56 km (35 mi) per decade during the past 30 years as a consequence of global warming), the Arctic region (as defined by tree line and temperature) is currently shrinking.",Arctic sea ice has been retreating over the past 30 years.
NOT_ENOUGH_INFO,"The discovery of nitrogen is attributed to the Scottish physician Daniel Rutherford in 1772, who called it noxious air.","Scientists just discovered a massive, heretofore unknown, source of nitrogen"
NOT_ENOUGH_INFO,"Data collected by the Commonwealth Scientific and Industrial Research Organisation (CSIRO) in Australia show the current global mean sea level trend to be 3.2 mm (0.13 in) per year, a doubling of the rate during the 20th century.","While there has been a mean rise of a little more than 3mm per year worldwide since the 1990s, in the last decade, the NOAA Virginia Key tide gauge just south of Miami Beach has measured a 9mm rise annually.”"
NOT_ENOUGH_INFO,"Darker colours were originally used but, as the years went by, new brighter paint served as a welcoming change to open up the spaces and brighten up the homes.","Shelters in poorer countries are not repainted as often, and darker stations absorb more of the sun’s energy."
SUPPORTS,Positive radiative forcing results in warming.,"Natural cycles superimposed on a linear warming trend can be mistaken for step changes, but the underlying warming is caused by the external radiative forcing."
NOT_ENOUGH_INFO,"Between 1870 and 1914, Sweden began developing the industrialised economy that exists today.","Sea level rise has been slow and a constant, pre-dating industrialization"
SUPPORTS,"Since the Industrial Revolution anthropogenic emissions – primarily from use of fossil fuels and deforestation – have rapidly increased its concentration in the atmosphere, leading to global warming.","By that time CO2 emissions had already risen from the expanded use  of coal that had powered the industrial revolution, and emissions only  increased slowly from 3.5gigatonnes in 1910 to under 4gigatonnes by the  end of the Second World War."
NOT_ENOUGH_INFO,"Kerry Emanuel stated, ""Records of hurricane activity worldwide show an upswing of both the maximum wind speed in and the duration of hurricanes.","However, weather imposes its own dramatic ups and downs over the long term trend."
SUPPORTS,"This trend could be extrapolated to continue into the future, possibly leading to a full ice age, but the twentieth-century instrumental temperature record shows a sudden reversal of this trend, with a rise in global temperatures attributed to greenhouse gas emissions.",There is long-term correlation between CO2 and global temperature; other effects are short-term.
NOT_ENOUGH_INFO,East Antarctica is largely covered by the East Antarctic Ice Sheet.,"there were no ice sheets covering either Greenland or West Antarctica, and much of the East Antarctic ice sheet was gone."
NOT_ENOUGH_INFO,"More importantly, the GMSL curve shows a net acceleration, estimated to be at 0.08mm/yr2.","“Our analyses do not indicate  acceleration in sea level in U.S. tide gauge records during the 20th  century,” the study’s authors concluded."
NOT_ENOUGH_INFO,"The current rise in sea level observed from tide gauges, of about 1.8 mm/yr, is within the estimate range from the combination of factors above, but active research continues in this field.",The claim sea level isn’t rising is based on blatantly doctored graphs contradicted by observations.
SUPPORTS,The area of melting in 2002 broke all previous records.,The world’s alpine glaciers recorded a net annual loss of ice for the 36th consecutive year and the Greenland ice sheet … experienced melting over more than 50% of its surface.
NOT_ENOUGH_INFO,"Natural gas is a non-renewable hydrocarbon used as a source of energy for heating, cooking, and electricity generation.","""Global warming is mostly due to heat production by human industry since the 1800s, from nuclear power and fossil fuels, better termed hydrocarbons, – coal, oil, natural gas."
SUPPORTS,El Niño and La Niña are important temperature fluctuations in surface waters of the tropical Eastern Pacific Ocean.,The motions of the massive oceans where heat is moved between deep layers and the surface provides variability on time scales from years to centuries.
SUPPORTS,Concerns have been raised that disruption of ice shelves may result in increased glacial outflow from the continental ice mass.,"In the early 2000s, ice shelves began disintegrating in several parts of Antarctica, and scientists realized that process could greatly accelerate the demise of the vastly larger ice sheets themselves."
NOT_ENOUGH_INFO,"This phrase next appeared in a November 1957 report in The Hammond Times which described Roger Revelle's research into the effects of increasing human-caused CO 2 emissions on the greenhouse effect: ""a large scale global warming, with radical climate changes may result"".","A key study published in the Journal of Climate this year by Bjorn Stevens of the Max Planck Institute for Meteorology in Hamburg, Germany, found that the cooling impact of sulfate emissions has held back global warming less than thought till now"
NOT_ENOUGH_INFO,"""Large potential reduction in economic damages under UN mitigation targets"".","A recent Nature study expecting more severe hurricanes from global warming still found that damages would halve from 0.04 per cent to 0.02 per cent of global GDP, because the increased ferocity would be more than made up by increased prosperity and resilience."
SUPPORTS,"Following the start of the Industrial Revolution, atmospheric CO 2 concentration increased to over 400 parts per million and continues to increase, causing the phenomenon of global warming.","Doubling the concentration of atmospheric CO2 from its pre-industrial level, in the absence of other forcings and feedbacks, would likely cause a warming of ~0.3Â°C to 1.1Â°C"
NOT_ENOUGH_INFO,"Research using sediment in lakes near the Okstind Glacier has shown that the summer climate in Nordland was up to 2.5 °C warmer 9,000 to 6,000 years ago, and then slowly cooled—it was 0.5 °C warmer 2,000 years before present (see Holocene climatic optimum.).",Fifty-five thousand years ago the whole world was 2°C warmer than it is today[...]
SUPPORTS,"On the other hand, the single CO vibrational band only absorbs IR at much shorter wavelengths (4.7 microns, or 2145 cm−1), where the emission of radiant energy from Earth's surface is at least a factor of ten lower.",Satellite and surface measurements find less energy is escaping to space at CO2 absorption wavelengths.
NOT_ENOUGH_INFO,"An example of this is the melting of ice sheets, which contributes to sea level rise.","A few degrees of global warming has a huge impact on ice sheets, sea levels and other aspects of climate."
NOT_ENOUGH_INFO,"Economic hardship due to a temporary decline in tourism, rebuilding costs, or food shortages leading to price increases is a common after-effect of severe flooding.","Severe storms, floods and agricultural losses may cost a great deal of money, but such extreme weather events—and their resulting costs—are dramatically declining as the Earth modestly warms."
SUPPORTS,"A composite record of Arctic ice demonstrates that the floes' retreat began around 1900, experiencing more rapid melting beginning within the past 50 years.",Thick arctic sea ice is in rapid retreat.
SUPPORTS,"He said there had probably been no global warming since the 1940s, and ""Satellite data show no appreciable warming of the global atmosphere since 1979.","[T]he raw data, the actual thermometer data[...] shows that the US has been cooling for 80 to 90 years."
NOT_ENOUGH_INFO,"For example, the heat wave that passed through Europe in 2003 cost 13 billion euros in uninsured agriculture losses.","Severe storms, floods and agricultural losses may cost a great deal of money, but such extreme weather events—and their resulting costs—are dramatically declining as the Earth modestly warms."
NOT_ENOUGH_INFO,"Plants remove carbon in the form of carbon dioxide from the atmosphere during the process of photosynthesis, but release some carbon dioxide back into the atmosphere during normal respiration.",Plants need almost three times today’s carbon dioxide content of the atmosphere to thrive.
NOT_ENOUGH_INFO,Warming in the last 100 years has caused about a 0.74 °C increase in global average temperature.,"A new peer-reviewed study on Surface Warming and the Solar Cycle found that times of high solar activity are on average 0.2°C warmer than times of low solar activity, and that there is a polar amplification of the warming."
SUPPORTS,"The scientists raise the possibility that even if greenhouse gas emissions are substantially reduced to limit warming to 2 degrees, that might be the ""threshold"" at which self-reinforcing climate feedbacks add additional warming until the climate system stabilizes in a hothouse climate state.","We note that the Earth has never in its history had a quasi-stable state that is around 2C warmer than the preindustrial and suggest that there is substantial risk that the system, itself, will ‘want’ to continue warming because of all of these other processes – even if we stop emissions,” she said."
NOT_ENOUGH_INFO,Canals and rivers in Great Britain and the Netherlands were frequently frozen deeply enough to support ice skating and winter festivals.,"The earth is 15 years from a “mini ice-age” that will cause bitterly cold winters during which rivers such as the Thames freeze over, scientists have predicted."
NOT_ENOUGH_INFO,"Archives of climate proxies were developed: in 1993 Raymond S. Bradley and Phil Jones composited historical records, tree-rings and ice cores for the Northern Hemisphere from 1400 up to the 1970s to produce a decadal reconstruction.","it later emerged that its creator Dr Michael Mann had spliced too [sic] datasets together – tree-rings showing temperatures going back hundreds of years, then recent thermometer readings for the more recent decades."
NOT_ENOUGH_INFO,"In 2002, this was more energy in one hour than the world used in one year.","If we got solar energy from ""an area of the Southwestern desert 100 miles on a side, that would be enough, in and of itself, to provide 100 percent of all the electricity needs for the United States of America in a full year."""
NOT_ENOUGH_INFO,Carbon dioxide (chemical formula CO 2) is a colorless gas with a density about 60% higher than that of dry air.,Carbon dioxide is a non-condensable atmospheric gas like nitrogen and oxygen
NOT_ENOUGH_INFO,"Conditions on the Venusian surface differ radically from those on Earth because its dense atmosphere is 96.5% carbon dioxide, with most of the remaining 3.5% being nitrogen.","Venus very likely underwent a runaway or ‘moist’ greenhouse phase earlier in its history, and today is kept hot by a dense CO2 atmosphere."
NOT_ENOUGH_INFO,Approximately 10% of the world's coral reefs are dead.,Many of the world’s coral reefs are already barren or in a state of constant decline.
SUPPORTS,"Although the natural absorption of CO 2 by the world's oceans helps mitigate the climatic effects of anthropogenic emissions of CO 2, it is believed that the resulting decrease in pH will have negative consequences, primarily for oceanic calcifying organisms.","The ocean is absorbing massive amounts of CO2, and is becoming more acidic as a result."
NOT_ENOUGH_INFO,Attributing detected temperature changes and extreme events to human-caused increases in greenhouse gases requires scientists to rule out known internal climate variability and natural external forcings.,"A natural cycle requires a forcing, and no known forcing exists that fits the fingerprints of observed warming - except anthropogenic greenhouse gases."
NOT_ENOUGH_INFO,"In 2019, a study projected that in low emission scenario, sea level will rise 30 centimeters by 2050 and 69 centimetres by 2100, relatively to the level in 2000.",Sea level rise could reach six or seven feet by the year 2100.
NOT_ENOUGH_INFO,A scientific or empirical skeptic is one who questions beliefs on the basis of scientific understanding and empirical evidence.,There's no empirical evidence for climate change.
NOT_ENOUGH_INFO,Mitigation in law is the principle that a party who has suffered loss (from a tort or breach of contract) has to take reasonable action to minimize the amount of the loss suffered.,The costs of inaction far outweigh the costs of mitigation.
REFUTES,"In the scientific literature, there is an overwhelming consensus that global surface temperatures have increased in recent decades and that the trend is caused mainly by human-induced emissions of greenhouse gases.","Claims have recently surfaced in the blogosphere that an increasing number of scientists are warning of an imminent global cooling, some even going so far as to call it a ""growing consensus""."
NOT_ENOUGH_INFO,"Significant movement of heat, matter, or momentum on time scales of less than a day are caused by turbulent motions.",The motions of the massive oceans where heat is moved between deep layers and the surface provides variability on time scales from years to centuries.
NOT_ENOUGH_INFO,"""'Toy Story' Takes the Ice to the Blue Line and Beyond!"".",We're coming out of the Little Ice Age
NOT_ENOUGH_INFO,"The gaseous products of complete reaction are typically carbon dioxide, steam, and nitrogen.",Carbon dioxide is a non-condensable atmospheric gas like nitrogen and oxygen
NOT_ENOUGH_INFO,"Scientific discussion takes place in journal articles that are peer-reviewed, which scientists subject to assessment every couple of years in the Intergovernmental Panel on Climate Change reports.","A key study published in the Journal of Climate this year by Bjorn Stevens of the Max Planck Institute for Meteorology in Hamburg, Germany, found that the cooling impact of sulfate emissions has held back global warming less than thought till now"
NOT_ENOUGH_INFO,"Rather, it assesses published literature, including peer-reviewed and non-peer-reviewed sources.","The IPCC lead authors are experts in their field, instructed to fairly represent the full range of the up-to-date, peer-reviewed literature."
SUPPORTS,"The spatial and temporal fingerprint of warming can be traced to increasing greenhouse gas concentrations in the atmosphere, which are a direct result of burning fossil fuels, broad-scale deforestation and other human activity.""","The human fingerprint in global warming is evident in multiple lines of empirical evidence - in satellite measurements of outgoing infrared radiation, in surface measurements of downward infrared radiation, in the cooling stratosphere and other metrics."
NOT_ENOUGH_INFO,(2012) concluded that human activities had likely led to a warming of extreme daily minimum and maximum temperatures at the global scale.,a study that totally debunks the whole concept of man-made Global Warming
REFUTES,"Prior to the 2008-2009 U.S. recession, experts argued for steps to be put in place immediately to address an unsustainable trajectory of federal deficits.","…obsessing about climate change is avoiding a frank discussion about the here-and-now problems of budget deficits, the federal debt, school choice, entitlement reform, and so on."
SUPPORTS,The Little Ice Age ended in the latter half of the 19th century or early in the 20th century.,The Little Ice Age ended as recently as 1850.
NOT_ENOUGH_INFO,"Unlike brown and black bears, polar bears are capable of fasting for up to several months during late summer and early fall, when they cannot hunt for seals because the sea is unfrozen.","“For example, Canadian polar bear biologist Ian Stirling learned in the 1970s that spring sea ice in the southern Beaufort Sea periodically gets so thick that seals depart, depriving local polar bears of their prey and causing their numbers to plummet."
NOT_ENOUGH_INFO,"In Britain, only 43% believe man-made global warming is a fact, down from… 55% in July.","If the public were aware that man-made CO2 is so incredibly small there would be very little belief in a climate disaster ..."""
SUPPORTS,"Increases in atmospheric concentrations of CO 2 and other long-lived greenhouse gases such as methane, nitrous oxide and ozone have correspondingly strengthened their absorption and emission of infrared radiation, causing the rise in average global temperature since the mid-20th century.","While there are direct ways in which CO2 is a pollutant (acidification of the ocean), its primary impact is its greenhouse warming effect."
NOT_ENOUGH_INFO,"One key point was that they realized that the quickest way to reach a result was not to continue a mathematical analysis, but to build a physical model.",The authors seem to have jumped right  into statistical  analysis without proposing a physical mechanism that  works.
REFUTES,"The world's most important greenhouse gas is carbon dioxide, a by-product of the burning of fossil fuels.","“Today climate scientists are obsessed with the level of carbon dioxide in the atmosphere, a very very small part of the overall picture."
SUPPORTS,The area in which extremely hot summers are observed has increased 50-100 fold.,"Small increases in average temperature translate to big increases in the number of extremely hot days, and those hot days have a big impact."
NOT_ENOUGH_INFO,"In turn, they are preyed on by larger predatory fish, seabirds and marine mammals.","Within a decade, certain kinds of branching and plate coral could be extinct, reef scientists say, along with a variety of small fish that rely on them for protection from predators."
NOT_ENOUGH_INFO,"In a projection designed to simulate a future where no efforts are made to reduce global emissions, the likely rise in global average temperature was predicted to be 5.5 °C by 2100.","If Houlton’s finding about these vast, previously unknown nitrogen stores holds true, then it would have an enormous impact on global warming predictions."
SUPPORTS,"Between 1993 and 2017, the global mean sea level rose on average by 3.1 ± 0.3 mm per year, with an acceleration detected as well.","While there has been a mean rise of a little more than 3mm per year worldwide since the 1990s, in the last decade, the NOAA Virginia Key tide gauge just south of Miami Beach has measured a 9mm rise annually.”"
REFUTES,"Solid and liquid particles known as aerosols – from volcanoes, plankton, and human-made pollutants – reflect incoming sunlight, cooling the climate.","Global brightening is caused by changes in cloud cover, reflective aerosols and absorbing aerosols."
NOT_ENOUGH_INFO,"The Wilkinson Microwave Anisotropy Probe (WMAP), originally known as the Microwave Anisotropy Probe (MAP), was a spacecraft operating from 2001 to 2010 which measured temperature differences across the sky in the cosmic microwave background (CMB) – the radiant heat remaining from the Big Bang.","satellites confirmed measurements from ground stations show a considerable, and naturally-occurring, global brightening from 1983-2001 (Pinker et al., 2005)."
NOT_ENOUGH_INFO,"Both exceed 100% because their CO2 values were increased to 345 ppmv, without changing their other constituents to compensate.","Once the atmosphere reaches a saturation point, additional input of CO2 will not really have any major impact."
SUPPORTS,"""Rising Acidity Is Threatening Food Web of Oceans, Science Panel Says"".","The oceans are warming and moreover are becoming more acidic, threatening the food chain."
NOT_ENOUGH_INFO,Methane is a strong GHG with a global warming potential 84 times greater than CO2 in a 20-year time frame.,"And their wind and manure emit more than one third of  emissions of another, methane, which warms the world 20 times faster  than carbon dioxide."
SUPPORTS,"In March 2017, the journal Nature published a paper showing that huge sections of an 800-kilometre (500 mi) stretch in the northern part of the reef had died in the course of 2016 due to high water temperatures, an event that the authors put down to the effects of global climate change.","a new study by scientists at the Australian Research Council finds that the ongoing bleaching event is mainly due to human-caused global warming, and that if global warming proceeds as currently expected, “large parts” of the Great Barrier Reef could die by the mid-2030s."
SUPPORTS,"Rapidly melting sea ice is causing ocean acidification in the Arctic to occur at faster rates than previously forecast, with serious implications for the food web, according to new research.","Ice cap is disappearing far more rapidly than previously estimated, and is part of a long-term trend, new research shows"
SUPPORTS,The expanding Sun is expected to vaporize Mercury and render Earth uninhabitable.,parts of the Earth will likely become close to uninhabitable
NOT_ENOUGH_INFO,"It said that Continued emission of greenhouse gases will cause further warming and long-lasting changes in all components of the climate system, increasing the likelihood of severe, pervasive and irreversible impacts for people and ecosystems.","They concluded that trends toward rising climate damages were mainly due to increased population and economic activity in the path of storms, that it was not currently possible to determine the portion of damages attributable to greenhouse gases, and that they didn’t expect that situation to change in the near future."
REFUTES,The model predicted <0.2 °C warming for upper air at 700 mb and 500 mb.,the models predicted seven times as much warming as has been observed
NOT_ENOUGH_INFO,The burning of fossil fuels produces around 21.3 billion tonnes (21.3 gigatonnes) of carbon dioxide (CO2) per year.,Humans are emitting 26 gigatonnes of CO2 into the atmosphere.
NOT_ENOUGH_INFO,"A 2018 published study points at a threshold at which temperatures could rise to 4 or 5 degrees compared to the pre-industrial levels, through self-reinforcing feedbacks in the climate system, suggesting this threshold is below the 2-degree temperature target, agreed upon by the Paris climate deal.",This could mean the landmark Paris Climate Agreement – which seeks to limit global warming to 2 degrees Celsius (3.6 degrees Fahrenheit) above pre-industrial levels – may not be enough to ward off catastrophe.
NOT_ENOUGH_INFO,"Winters are chilly and damp, and prevailing wind patterns that blow sea breezes offshore temper the moderating effects of the Atlantic Ocean; yet the Atlantic and the partial shielding from colder air by the Appalachian Mountains keep the city warmer in the winter than inland North American cities at similar or lesser latitudes such as Pittsburgh, Cincinnati, and Indianapolis.",Dropped weather stations actually show a slightly warmer trend compared to kept stations.
REFUTES,"Public attention was renewed amidst summer droughts and heat waves when James Hansen testified to a Congressional hearing on 23 June 1988, stating with high confidence that long term warming was underway with severe warming likely within the next 50 years, and warning of likely storms and floods.","Some, however, bristle at the belief that because floods and storms have always occurred, they should not be linked to climate change”"
REFUTES,This classic was originally published in French in 1958.,This argument originates from Angstrom's work in 1901.
NOT_ENOUGH_INFO,"In the scientific literature, there is an overwhelming consensus that global surface temperatures have increased in recent decades and that the trend is caused mainly by human-induced emissions of greenhouse gases.","In the last 35 years of global warming, sun and climate have been going in opposite directions."
NOT_ENOUGH_INFO,A study of climate records has shown that El Niño events in the equatorial Pacific are generally associated with a warm tropical North Atlantic in the following spring and summer.,So it’s been a surprise to climate scientists that 2017 has been so remarkably warm — because the last El Niño ended a year ago.
SUPPORTS,"Animal husbandry is also responsible for greenhouse gas production of CO 2 and a percentage of the world's methane, and future land infertility, and the displacement of wildlife.","...Livestock are responsible for 18 per cent of the  greenhouse gases that cause global warming, more than cars, planes and  all other forms of transport put together."
REFUTES,A key benefit that this investment growth brings is a growth in jobs.,Renewable energy investment kills jobs
SUPPORTS,"To inform decisions on adaptation and mitigation, it is critical that we improve our understanding of the global climate system and our ability to project future climate through continued and improved monitoring and research.","“Catherine Senior, head of understanding climate change at the Met Office Hadley Centre, said more studies and more data were needed to fully understand the role of clouds and aerosols."
NOT_ENOUGH_INFO,"Overall it was the coldest winter since 1978–79, with a mean temperature of 1.5 °C (34.7 °F).","At four degrees, the deadly European heat wave of 2003, which killed as many as 2,000 people a day, will be a normal summer."
NOT_ENOUGH_INFO,"(2001) concluded that: countries with limited economic resources, low levels of technology, poor information and skills, poor infrastructure, unstable or weak institutions, and inequitable empowerment and access to resources have little adaptive capacity and are highly vulnerable to climate change (p. 879).","The monetary cost of damages has increased dramatically in recent decades, but that is due to increasing population, wealth and the amount of vulnerable infrastructure."
NOT_ENOUGH_INFO,"Some economists have argued that the Review overestimates the present value of the costs of climate change, and underestimates the costs of emission reduction.","While preventing global warming is relatively cheap, economists can't even accurately estimate the accelerating costs of climate damages if we continue with business-as-usual."
NOT_ENOUGH_INFO,"The final version of the plan aims to reduce carbon dioxide emissions from electrical power generation by 32 percent by 2030, relative to 2005 levels.","The Obama administration is ""proposing to mine another 10 billion tons of Wyoming coal, which would unleash three times more carbon pollution than Obama's Clean Power Plan would even save through 2030."""
NOT_ENOUGH_INFO,Over the past five decades there has been a global warming of approximately 0.65 °C (1.17 °F) at the Earth's surface (see historical temperature record).,"In the last 35 years of global warming, sun and climate have been going in opposite directions."
NOT_ENOUGH_INFO,Large effect: This is when methodologically strong studies show that the observed effect is so large that the probability of it changing completely is less likely.,Evidence is building that net cloud feedback is likely positive and unlikely to be strongly negative.
SUPPORTS,"Temperature-related changes include longer growing season, more heatwaves and fewer cold spells, thawing permafrost, earlier river ice break-up, earlier spring runoff, and earlier budding of trees.",“…climate change will also reduce the number of cold days and cold spells.
SUPPORTS,The contribution of the Greenland ice sheet on sea level over the next couple of centuries can be very high due to a self-reinforcing cycle (a so-called positive feedback).,Multiple lines of evidence indicate Greenland's ice loss is accelerating and will contribute sea level rise in the order of metres over the next few centuries.
REFUTES,"In the scientific literature, there is an overwhelming consensus that global surface temperatures have increased in recent decades and that the trend is caused mainly by human-induced emissions of greenhouse gases.",There isn’t yet any empirical evidence for their claim that greenhouse gases even cause temperatures to increase.
SUPPORTS,"Today, climate change skepticism is most prominently seen in the United States, where the media disproportionately features views of the climate change denial community.","The United States is the leading nation in the world ""with the highest amount of doubt about the conventional wisdom of climate change."""
NOT_ENOUGH_INFO,"This decadal summer temperature reconstruction, together with a separate curve plotting instrumental thermometer data from the 1850s onwards, was featured as Figure 3.20 in the IPCC Second Assessment Report (SAR) of 1996.",The IPCC simply updated their temperature history graphs to show the best data available at the time.
NOT_ENOUGH_INFO,"At solar-cycle minimum, the toroidal field is, correspondingly, at minimum strength, sunspots are relatively rare, and the poloidal field is at its maximum strength.",[S]unspot activity on the surface of our star has dropped to a new low.
NOT_ENOUGH_INFO,"This long-term trend is the main cause for the record warmth of 2015 and 2016, surpassing all previous years—even ones with strong El Niño events.""",’Extremely remarkable’ 2017 heads toward record for hottest year without an El Niño episode.
NOT_ENOUGH_INFO,"Low emission development strategies for the land use sector can prioritize the protection of carbon-rich ecosystems to not only reduce emissions, but also to protect biodiversity and safeguard local livelihoods to reduce rural poverty - all of which can lead to more climate resilient systems, according to a report by the Low Emission Development Strategies Global Partnership (LEDS GP).","It is expected the report will focus on required changes to the energy system, rather than forests."
SUPPORTS,Carbon dioxide also causes ocean acidification because it dissolves in water to form carbonic acid.,"Rising atmospheric CO2 concentrations are causing ocean acidification, which is catastrophically harming marine life."
NOT_ENOUGH_INFO,"The effects of climate change on human systems, mostly due to warming and shifts in precipitation, have been detected worldwide.",Melting of Arctic sea ice and polar icecaps is not occurring at unnatural rates and does not constitute evidence of a human impact on the climate.
SUPPORTS,"Besides contributing to global sea level rise, the process adds freshwater to the ocean, which may disturb ocean circulation and thus regional climate.","The melting of the Greenland ice sheet is already contributing significantly to sea level rise, and new research is highlighting that the melting of Arctic sea ice can alter weather conditions across Europe, Asia and North America.’”"
NOT_ENOUGH_INFO,"The large-scale use of renewable energy technologies would ""greatly mitigate or eliminate a wide range of environmental and human health impacts of energy use"".","When you account for the effects which are not reflected in the market price of fossil fuels, like air pollution and health impacts, the true cost of coal and other fossil fuels is higher than the cost of most renewable energy technologies."
SUPPORTS,"Presently, oceans are CO2 sinks, and represent the largest active carbon sink on Earth, absorbing more than a quarter of the carbon dioxide that humans put into the air.",The clearest of these is simple accounting - humans are emitting CO2 at a rate twice as fast as the atmospheric increase (natural sinks are absorbing the other half).
NOT_ENOUGH_INFO,"""Greenland Hits 97 Percent Meltdown in July"".",Greenland ice sheet won't collapse
REFUTES,"The effects of global warming in the Arctic, or climate change in the Arctic include rising air and water temperatures, loss of sea ice, and melting of the Greenland ice sheet with a related cold temperature anomaly, observed since the 1970s.",Measurements indicating that 2017 had relatively more sea ice in the Arctic and less melting of glacial ice in Greenland casts scientific doubt on the reality of global warming.
NOT_ENOUGH_INFO,"The winter 1985 cold wave was a meteorological event, the result of the shifting of the polar vortex farther south than is normally seen.","“During the sunless winter, a heatwave raised concerns that the polar vortex may be eroding."
NOT_ENOUGH_INFO,"It may have had water oceans in the past, but these would have vaporized as the temperature rose due to a runaway greenhouse effect.","Venus very likely underwent a runaway or ‘moist’ greenhouse phase earlier in its history, and today is kept hot by a dense CO2 atmosphere."
NOT_ENOUGH_INFO,"In addition, the investigation would review CRU's compliance with Freedom of Information Act requests and also ""make recommendations about the management, governance and security structures for CRU and the security, integrity and release of the data it holds"".",The Independent Climate Change Email Review found the CRU scientists were unhelpful and unsympathetic to information requesters and at times broke FoI laws.
REFUTES,"Global warming boosts the probability of extreme weather events, like heat waves, far more than it boosts more moderate events.",Climate change isn't increasing extreme weather damage costs
NOT_ENOUGH_INFO,This is much colder than the conditions that actually exist at the Earth's surface (the global mean surface temperature is about 14 °C).,We expect to see record cold temperatures even during global warming.
NOT_ENOUGH_INFO,"The effects of global warming include rising sea levels, regional changes in precipitation, more frequent extreme weather events such as heat waves, and expansion of deserts.",Warming causes more moisture in the air which leads to more extreme precipitation events.
NOT_ENOUGH_INFO,"As of 2018[update], there is a decade of research demonstrating that in mineral soils the degree of methylation of bacteria (brGDGTs), helps to calculate mean annual air temperatures.",The new research showed that [oxygen isotopes in foraminifera] can change
NOT_ENOUGH_INFO,"""Stability of the West Antarctic ice sheet in a warming world"".",[The 1990 IPCC report said] that the Antarctic ice sheets were stable
NOT_ENOUGH_INFO,"For richer people, emissions tend to be associated with things such as eating beef, cars, frequent flying, and home heating.",Burping cows are more damaging to the climate than all the cars on this planet.
NOT_ENOUGH_INFO,"Arctic sea ice extent ice hit an all-time low in September 2012, when the ice was determined to cover only 24% of the Arctic Ocean, offsetting the previous low of 29% in 2007.",Arctic sea ice extent was lower in the past.
NOT_ENOUGH_INFO,"In contrast, the nightside Venusian thermosphere is the coldest place on Venus with temperature as low as 100 K (−173 °C).","The lower temperatures at this ""coldest point"" have caused global water vapor levels to drop, even as carbon levels rise."
NOT_ENOUGH_INFO,"Globally, the Pliocene was about 2–3 °C warmer than today, and the Arctic during the summer in the mid-Pliocene was 8 °C warmer.",The full data for latitudes 64-90°N reveal the Arctic is warmer today than in 1940.
