text,label
A lot of this is generated in Europe as the economy has strengthened a little bit or stabilized is maybe a better word.,no
The GPT Energy Master Plan is designed to manage energy costs through our electricity contracting process and demand management programs.,no
"We shipped 14 engines in '11, we shipped 14 engines in '12 and that schedule calls for 22 engines in '13.",no
"The Daya Bay and Yangjiang nuclear plants provided stable earnings while our renewable energy assets contributed higher earnings from our diversified portfolio of hydro, wind and solar facilities.",no
"Instead of using those as excuses and coming back to you and saying, well, fuel went up or we decided to make a fleet order or whatever it is, we're going to meet our numbers.",no
"The consumer change is going to continue to be more towards lower-calorie options and because of our investments in R&D, we think we're advantaged to capture those consumers as they move into the healthier options.",no
"And so when we look out in the future, we're still going to be a major ethanol producer in the United States, although we are going to be a major high-protein producer in the world.",no
"Furthermore, excellence initiatives under GREAT are expected to lead to savings primarily from the procurement programme and from BPO.",no
"So I think, following the trend of our targets of getting below 3x in the nearer term is the objective, and accelerating that with asset sales to get closer to the long-term target of 2x.",no
"Another outcome of climate change for which there is high confidence is increased temperature extremes, which have brought longer and/or more frequent heat waves, droughts and periods of water scarcity.",no
Financial affairs of the Toyota Tsusho Group are managed with an eye to maintaining a sound financial position while achieving stable growth.,no
We've also upgraded our galvanizing facility in the Spartan joint venture to be able to process higher-strength steel.,no
"As you said, from a competitive standpoint as well the cost reduction standpoint, it's a huge game changer for us.",no
"But overall, from a sales perspective, I think from flat to 1% is kind of the range we're going to be in for a while as long as we continue to spend the amount we are on energy efficiency.",no
"Furthermore, by collecting the water from its manufacturing processes and reusing it for tractor washing, the plant also reduced its groundwater withdrawal by over 300 cubic meters.",yes
We've got the best information we have now with some more insight into international demand.,no
"And then we reduced our footprint quite dramatically in 2018 by some 65% and walked away from almost 1 million members and had an extremely successful 2018, and are having a very good 2019.",no
"Well, clearly, what we're doing is we're setting ourselves up here to be able to do some -- to take advantage of the completion cost reductions.",no
"Environmental Sustainability As an institution, CIB has excelled in the area of environ- mental sustainability over the years.",no
"Ireland In 2020, EDF Renewables positioned itself in Ireland by acquiring 50% of the Codling offshore wind project, in partnership with Fred Olsen Renewables Ltd., in order to develop and build this future offshore wind project (2).",no
"JBIC supports these projects with loans, equity participation, and guarantees while mobilizing private �nancing under the Global action for Reconci l ing Economic growth and ENvironmental preservation (GREEN) operations.",yes
"Among the different CSP technologies available, solar towers will dominate the market for solar thermal power plant projects thanks to the lower energy cost generated by higher efficiency and direct thermal energy storage capacity than the parabolic trough plants.",no
"We have identified and either executed or in execution close to $400 million of cost reductions that I feel -- we all feel very comfortable that are very achievable, and we're making significant progress.",no
"Working together with Samsung SDI, Volvo Group aims to acceler- ate the speed of development and strengthen the long-term capabili- ties and assets within electromo- bility, to the benefit of customers in different truck segments and mar- kets.",no
"It's got better netbacks for NGL and gas price, so we think that's going to further support the projects that we're looking at to bring gas out of Oklahoma into that area.",no
The private sector cannot do this on its own and we look forward to policy innovations and forums to help us identify opportunities to assist the Australian Government in honouring its commitment to the United Nations.,no
I certainly think that it has the opportunity to do if our sales pipeline is strong.,no
The P3 will deliver renewable energy and other services to help UI meet its ambitious sustainability goals and to support the University as it builds leading edge academic programmes in energy transition.,yes
"Our commitment to operational excellence has resulted in a productivity savings increase of 38 per cent year-over-year, more than offsetting higher utility and labor cost inflation rates.",no
"With the start-up of the five polyolefin plants and the compounding unit now nearly completed, the Borouge 3 complex will bring our nameplate capacity to 4.5 million tonnes per year (t/y) in Ruwais.",no
"Encouraged by this achievement, we adopted the CO2 Reduction Indicator as one of our environ- mental management indicators, and have subsequently been working to increase the Group’s contribution.",yes
The Bank is also developing a network of contacts such as consultants and photovol- taic manufacturers so as to promote its CAP ENERGIE product for energy efficient projects.,yes
Responsible Finance Responsible Finance is a set of strengthened ambitions replacing our Sustainable Transitions Financed (STF) portfolio ambition.,no
New this year is that the percentage of reported carbon emissions has increased in relation to estimated emissions.,no
"The U.S. coal has gained market share in the Pacific in the 12 years ended 2012 in places, came to a third, I believe, of the increased our coking coal deliveries into Asia over that 12-year period.",no
"Environmental, social and governance (ESG) considerations The Committee has focused on Prudential’s commitment to being a responsible business.",no
"But right now, our focus and our intensity is on fixing the U.S., and we'll address the go-forward CapEx plan as we get closer to 2018.",no
Contacts for integrity-related questions and issues Our “Infopoint Integrity” is the central contact and advice center for all employees and managers who need advice on integrity- related questions and issues.,no
"And so Europe will basically take somewhere around half of our diesel exports, and the rest of the diesel exports are going to the Caribbean and other places.",no
And we stated about as clearly as we can state it.,no
"YKK AP is doing its part to help create eco-friendly, comfortable living spaces through focused efforts to develop products for the home and office that block heat, insulate or promote ventilation to help users cut their energy usage.",yes
"Operation and maintenance of the Sohar desalination plant for five years, with a possible 2-year extension.",no
"As we think about reinvesting the Project K savings, we are reinvesting the savings in a number of areas in our business so the money's going to getting food that's even more on trend with changing consumer needs.",no
"The pre- production D Wide Z.E, the first of the second generation of Renault Trucks electric trucks, was made in the manufacturer’s Blainville-SurOrne plant in Normandy.",no
"Virginia — In January 2018, the Virginia Department of Environmental Quality issued a proposed rule to adopt a carbon cap-and trade program for fossil-fueled electricity generation units, including our Hopewell facility, beginning in 2020.",no
"A 15-year gas transportation agreement and a 15-year electricity supply agreement have been entered into with the Gruyere Gold Project, a 50:50 joint venture between ASX listed Gold Road Resources Ltd and the global miner Gold Fields Limited.",no
A key pillar of our strategy is to continue to adapt our business mix to position us for longer-term low interest rates whilst continuing to serve our customers’ needs through the provision of attractive unit-linked and capital-light products. •,no
"And as Doug said, we're very early on in our capital improvements, but this has certainly been a big part of the improvements we've seen year to date, and look forward to further success throughout the year.",no
"Well, I'm not going to say that right now, Rob, but I would like to think that the benefit that we're seeing now from Zero Now would grow in 2020.",no
"So I'm definitely thinking that we will be increasing, but it will be a little while before we can sustain 2 million barrels every week.",no
"The renewable component of this with our customer base is expanding quite rapidly, solar installations, and we expect other distributed generation opportunities to come up in the years ahead.",no
"With that said, I hold out the caveat that people come back and we're not able to close for environmental issues or tax issues as we go through the due diligence.",no
"More than 580 million liters of water were supplied to the population, artesian wells drilled, and a new water pipeline was built to serve the municipality of Pará de Minas.",no
It's primarily low-income housing tax credit investments that we've made over the years.,no
"And on the OpEx front, in general, it's going to be adjusted by a modest SG&A savings.",no
"Accordingly, the Group has made committed efforts to become a corporation whose actions are rated highly through its initiatives toward solving social challenges.",no
"In particular, global companies are intensifying efforts to become environment-friendly and reduce food wastage, meaning that there is signifi cant potential demand for our barrier fi lms.",no
"Furthermore, these products make buildings more energy efficient, thus protecting our environment.",yes
"I think we'll be towards the highest end of that marker, towards the high end of the 10% to 15% production increase off of the midpoint of our current guidance.",no
"And frankly, as you build a relationship with a hospital, they want to feel like they have a partner that will take everyone that they need you to take given the high quality that you're creating now.",no
"I don't -- we haven't looked at the rate outcomes, but we're going to -- I mean the growth is going to continue to be at the 8%, 8.5% for rate base by '16.",no
"As a result, sales for GR businesses expanded at an average annual rate of about 9%, largely in business areas focused on energy conservation and new energy, including carbon fiber composite materials and battery separator films.",no
We're going to be very fiscally responsible as we consider those options.,no
"The company is addressing the management of waste and the circular economy, is extending electric and shared mobility, revitalising urban spaces efficently and increasing green areas.",yes
The electric ISR plan encompasses a $106.86 million spending programme for capital investment and $10.9 million for operating and maintenance expenses for vegetation management and inspection and maintenance.,no
"In Colombia, we received the Icontec Forest Compensation certificate, an achievement linked to the Carvida Duratex program – a carbon bonus for life, in 2018.",yes
"Well, over a 2-year period, we I think there's going to be a benefit.",no
"Catherine, let me start first with growth, and then circle back to the paydowns.",no
"We are continuing to drive pretty strong synergies and, I think, we have commented that we've achieved nearly $50 million to date.",no
We are also increasing the use of alternative fuels in the countries that were newly added after the acquisition of Italcementi.,no
"After falling in 2016, non-OPEC production recovered (+0.8mmb/d), led by the US.",no
"And some of those, as an example, would be some of our newer producers that have joined the team, new profit center leaders that are in new roles or other senior leaders inside the organization.",no
"2019 Integrated Report 46 Our strategies for creating value Sustainability Climate change is closely tied to various economic and social issues, and we recognize that addressing climate change is an important issue over the medium to long term.",no
"So we are comp -- the contract is -- obviously, addresses the situation.",no
"We will do this through greener sourcing and greener production, that will reduce the carbon footprint of the products we deliver to our customers.",yes
"In 2020, we continued the build-out of our green power generation capacity both onshore and offshore.",yes
"(1) Emissions from direct energy consumption (fossil fuels), calculated based on the emission factors of the 2006 IPCC Guidelines for National Greenhouse Gas Inventories.",no
Our build includes millions of homes in the country’s toughest-to-reach areas as we do everything we can to connect rural communities.,no
"And we were very aggressive at complying with the law, which we knew very, very well.",no
And we're going to stay committed to that and do everything we can to ensure that our drivers are drug free when we hire them and throughout their career here at Werner.,no
"The CPV, I mean, we -- like I said, we have a product portfolio, ranges from Start-Stop all the way to a full EV capability with connectivity continuing to grow within some of the smart modules within the vehicle.",no
Announced a $250 million partnership with Smithfield Foods to capture methane from hog farming operations and convert it to natural gas for use by utilities and manufacturers.,yes
"The government of Fukushima Prefecture has advanced its own vision for renewable energy, with the goal to meet 100% of the prefecture’s energy needs through renewable energy by 2040.",yes
The three-year project aims to improve sustainability in the mint supply chain and help farmers optimize their farm management in a sustainable way.,yes
"And that's on the order of 40,000 to 50,000 barrels per day that are coming from the Permian to be run at those 2 refineries, and the majority of that is coming from HEP's systems as well.",no
But there is a long road ahead in terms of those discussions as we’ve limited our prior products.,no
"The Group secured agreements to provide a total of 1,217MW of capacity from two existing coal units, worth a total of £10 million for the period October 2021 to September 2022.",no
Don't forget we've got predominant expenditure on the Macon bio-mass project next year comes due.,no
"We are therefore focusing at present on energy conservation, efficiency enhancements and the use of renewable energy in our data centers.",yes
Our goal remains to reduce the leverage ratio and we currently expect to achieve this reduction more through EBITDA growth in 2015 rather than through debt reductions.,no
"And I think, in the past, we had said publicly that we were targeting an efficiency ratio, over the long term, of about 60%.",no
"FY2019, with targeted first production by mid-CY2018 and progress towards ramp up to Phase I production of 250 kt in FY2020; •",no
And this year we’ll tie together the Forbes 100 Best Banks of which we’re number 15.,no
Developing leaders is a priority for us to keep up with the constant evolution of the financial market and its challenges.,no
They are the levers on which we rely to achieve our ambition of becoming the responsible energy major.”,no
"Although, we've reduced capital this year, we have done nothing to impact the critical path of K3.",no
"In Scotland I had the honour in September, together with First Minister Nicola Sturgeon, to inaugurate Vattenfall’s European Offshore Wind Development Centre (97 MW), a testing and development centre in Aberdeen Bay.",no
"492 tCO2 eq/€ million invested, were almost exclusively attributable to the electricity sector.",no
In 2019 Centrica LNG Company Limited and the Company executed an agreement to transfer the LNG Sale and Purchase Agreement with Sabine Pass Liquefaction from the Company to Centrica LNG Company Limited.,no
"Risk 2016 Set long-term energy reduction targets for our own footprint, to reduce our climate impacts 2010 3.",yes
"Catena is investing major sums to save energy, which may involve, for exam- ple, choosing the right source of heating, enabling energy recycling, installing photovoltaic cells, installing more efficient ventilation or switching to lighting with modern LED technology.",yes
"The borrower takes out the mortgage, while the helper puts 10% of the purchase price into a Helpful Start Account – earning an attractive rate of interest.",no
"The majority of the assets are either unaffected by or loosely correlated with inflation, meaning that an increase in inflation will also increase the deficit.",no
The coal moving to Bowie is going to be more of a being able to broker in or move the coal to China.,no
"This year, 12 buildings and 2 branches have received Energy Star certification in the United States under a U.S. Environmental Protection Agency program created in 1992 to promote efficient electricity use, thereby reducing greenhouse gas emissions.",yes
This was celebrated by our subsidiary ScanTogo in June 2016 as part of a tree-planting campaign with representatives from the local communities and authorities.,no
"This Directive came into effect in 2005 for an initial three-year period, followed by a second period from 2008 to 2012, with progressive reduction of the emission rights allocated.",no
"In separate legislation, “complementary measures” have been mandated, including requirements related to fuel economy indicators, gear shift indicators, tire pressure monitoring systems, low rolling resistance tires, and more- efficient low-CO2 mobile air conditioning systems.",no
"But what it does is it basically gives us a stacked play within our Eagle Ford program, which we really can push on and have a lot of efficiency.",no
Their variety illustrates the heterogenous and dynamic character of the US electricity generation market.,no
"And then once the dose reduction was accomplished and they got a little bit more Phe in them, their Phe levels did start to come back down again.",no
"Well, I think that we've done a lot of cost reductions to date, and activities have been launched throughout the year to reflect the more muted demand environment.",no
"In April 2018, a 160-metre-long, 510-tonne tunnel-boring machine started to excavate a 3.3-mile (5.4-kilometre) tunnel under the River Humber to house the Feeder 9 replacement pipeline;",no
"Currently, issues related to the environmental licenses for these assets, including environmental remediation, are being negotiated with the responsible environmental agency.",no
"Following a mass balance of mercury at Alunorte in Brazil, which was concluded in 2017, Hydro decided to install four mercury condensers on the digestor lines.",no
"When solar power projects connect to the power grid, they immediately generate cash flow by selling electricity to the power grid based on the desulfurized coal benchmark electricity price.",no
"However, our performance is expected to be affected by a substantial increase in fuel costs due to replacement of nuclear power with thermal power.",no
"This project, which combines and supplies electric power and heat (steam and hot water) to multiple factories in different industries, is the first business in Japan to integrate power saving between factories.",yes
So we feel really good about what we're doing to fund that in a fairly expense neutral kind of way.,no
We also implemented a number of cost discipline measures in the year to help maintain our profitability.,no
"Incorporating advanced bioclimatic design, the building uses geothermal energy to heat and cool its surfaces, functions that account for nearly 60% of average energy requirements.",yes
The Iron Ore Company of Canada (IOC) is a leading producer of premium iron ore pellets and high-grade concentrate with low levels of impurities.,no
"I think in New Jersey, as you may well already know, there's a look-see that's going on at the Energy Master Plan.",no
AISIN eco-spot tours AISIN eco-spot tours were held in August of fi scal 2016.,no
Responsible sourcing on the Company’s part also creates major gains for the communities and creates employment and business opportunities and contributes locally.,no
"We’ll continue to optimize and expand our core franchises, with a focus on energy-export infrastructure with our integrated Liquids and Gas Pipeline platforms and investment in our Gas Distribution franchise to grow its customer base.",no
"We have calculated that our operations in 2015 caused emissions of 2,579 tonnes of CO2 equivalents (scope 1 and 2), compared with 3,043 tonnes the year before.",yes
"To optimise our buildings, we provide detailed energy reports to some of our customers with the largest energy consumption, to help them reduce their energy use.",yes
Several metrics are applied to the climate- related issues to evaluate the progress of measures taken (see “Metrics and Targets” below).,no
"So actually there is more power outages, as a result and we’re seeing this really help our retail channel partners in particular, kind of clean out their inventory levels, down south.",no
Location-based emissions are reported using UK Government Greenhouse gas reporting – Conversion factors 2016.,no
We also acquired a 1 million tonne cement plant in Florida to expand our cement operations in the US.,no
"On 5 December 2019, the Federal Network Agency confirmed the framework scenario for the Network Development Plan Gas (NDP Gas) (Glossary, from p. 139) 2020 to 2030.",no
We will produce 180 million kWh of electricity per year on an area equivalent to around 225 football pitches.,no
"And our cost position in that, we'll work ourselves down the cost chain as we're able to get more efficient and bring more capacity online because we've already got the fixed cost.",no
"As always, we thank you for your interest in Granite Construction.",no
And then in the -- iTIC is an add-on feature for the G1 that does bump up the average selling price per unit up slightly.,no
"In September the results of the second round of CfD allocation were published with a total of 3.3 GW of capacity attributed by eleven projects, including three offshore wind projects.",no
"It is a roadmap on policies to achieve carbon neutrality in the EU by 2050 and includes policies to develop markets for lowcarbon and circular products, in combination with stricter targets for emission reduction.",yes
"We're encouraged by the strength of the company or profitability that have $13.5 billion of proposals awaiting to be awarded, of which 75% of these are new business.",no
OPG continues to pursue innovation and technology-based improvements in its asset management and equipment maintenance strategies in order to increase reliability and further reduce costs of the hydroelectric fleet.,no
"From an environmental perspective, the lockdown measures brought in to curb the pandemic led to reductions in carbon emissions.",yes
We're assuming that we're going to have PDI for the full quarter at about the levels of business that we saw in January.,no
We place the greatest importance on environmental conservation regarding our CSR management and continue the following efforts.,yes
So they did a good job considering what the environment was.,no
"So we have taken some very liberal actions at our stores we're making late last year, and we've reduced that significantly, which has helped our margin.",no
"In addition to the goal of having net zero emissions by 2050, the 2020 Climate Statement commits AGL to the following five actions: 1.",yes
"Well, the first part of the answer, Katherine, is that we do not comment on this kind of topics.",no
"So we're very pleased with what we've seen from the next program and believe, it's going to get stronger going forward.",no
"But I think, as Chris stated, that's 3,621, we believe we can grow that slightly, okay.",no
"The use of tapioca, which is grown in Columbia, it's gluten-free, it's non-GMO, it's used in cheese bread would be an example.",no
We are continuing to work on wins and opportunities to move some of our Penn 8 coal offshore.,no
"Science for Climate “This was a great example of the 3M product innovation model,” says Strommen.",no
In-house goals have been established based on the Fund’s environmental policy.,yes
AXA believes it has a responsibility to inform public policy on the importance of tackling and adapting to climate change.,yes
"The portfolio companies’ scope 1 and 2 emissions equaled 1,482,500 tonnes in 2020, a reduction of 40 percent compared to 2016.",yes
"Focused on our waste combustion technologies, the study included multiple visits to our cement plants in the U.S. and Mexico, as well as thorough analysis of operating data.",no
For an example of GHG emissions reduction see the Zwijndrecht site spotlight.,no
"In September 2018, Havas launched “Solidarité Climat”, an innovative, unique initiative run by the agencies Havas Paris, Havas Events and BETC to offset the carbon footprint of all their audiovisual, print, digital and events production.",yes
"I guess that we are in a right momentum moving from where we were to LTE Advanced today, which allows us really to unlock the benefit of our network and 5G kicking in, in H1 '19.",no
We will expand our contributions to society through our products and services and further promote our sustainability activities including payment of taxes and employment creation.,no
We aim to take that percentage to zero so that our children will inherent a healthier planet.,yes
"We provide a service that's essential to municipalities and to commercial customers, and we do it in a way that's environmentally superior to the landfill alternatives that's still predominantly used in this country.",yes
"Through these efforts, we strive to improve the reliability of environmental performance data (See “External Voice” below).",no
"Stampede, if you look at, most of the costs have already been committed, but we have taken advantage of the lower price and service environment and actually got some savings from Stampede.",no
They're building a sixth facility where they'll finish construction in Q4 of this year.,no
"By the end of 2020, our attributable capacity will be 4,432 MW, upon the completion and synchronization of GNPower Dinginin’s Unit 1.",no
Rosneft refinery throughput in 2016 reached a record level of 2.028mmb/d versus 1.966mmb/d in 2015.,no
"Of these, 30 companies derive more than 30 per- cent of their profits (EBIT) from the production of coal-gener- ated electricity.",no
"In addition, the precautionary principle means that increasingly stringent requirements must be taken into account regarding downstream users of chemicals.",no
"Six offshore projects with a combined capacity of 5,466 MW secured CfD deals.",no
"And although there, over the last couple of years, there hasn't been a great volatility.",no
"In addition to financial support, members of our leadership team in the US and employees in different regions serve on local United Way boards, and working committees.",no
"All those things continue a pattern that's been in place for 20 years, and that is our mix of customers are continually changing.",no
"It's not exact science, but it certainly lags the Energy market stabilization.",no
So those 2 things caused a rather large drop in the fourth quarter.,no
"But I would actually say, most of the Q3 results in the U.S. were seasonality driven.",no
We're going to have closure of a relatively large number of coal-fired power plants that will then be replaced by natural gas.,yes
"Moreover, in 2018, solid job creation continued, the rate of unemployment decreased to 15.3% and by the end of the year, the public deficit was at 2.5% of GDP, in line with the target set by the European Commission.",no
"So we're being prudent and frugal on those other things, so making sure that we're as efficient as we can and looking for opportunities to streamline our cost base.",no
"But again we were real pleased with the fact that we ran a plus 4.8% if you take out cigarettes, we were up close to 8% and we ran positive gallon traffic for the first time in many quarters.",no
"3.3 Energy Investments APA has interests in a number of complementary energy investments across Australia, including SEA Gas Pipeline, Energy Infrastructure Investments (“EII”), Ethane Pipeline Income Fund, EII2, GDI and Diamantina and Leichhardt Power Stations (collectively “DPS”).",no
"Renewable Energies Business Model (On-site/Off-site Types) In August 2019, we executed a basic self-consigned energy service agreement with Sony that leverages Japan’s first megawatt class solar power plant.",no
"In order to achieve the objective of sustainable development, the Company has set clean production and zero incident as the promotion direction of environmental protection and safety and health.",yes
"To bring us up to 800, we're saying that we're buying equipment to do 2,000 megawatts -- up to 2,000 megawatts beyond the 800 and 350 megawatts, at least, of repowering.",no
"I said they'd be low medium underlying growth rates for the year, they could surprise me because of the other businesses coming back.",no
"The Mack LR Electric model is suitable for refuse customers, whether commercial or municipal, seeking a zero-emissions truck that aligns with their own environmental goals and local emissions regulations.",yes
"We will collaborate with various corporations with a view to realizing a low-carbon society, working to develop and popularize domestic renewable energy power sources by participating in investment funds and related activities.",yes
"And what that is, is when we've expensed -- when starting the new rules many, many years ago expensing stock option, RSO grants and so forth, you charge the P&L for the Black-Scholes amount.",no
"Our approach to investing in public investments, which include fixed income and public equities, is to focus on high-quality investments that can generate sustainable income and growth, which we believe results in more consistent returns and lower volatility.",no
"So our view is, right now, invest in that and keep the minimal investment that we have going on in that business to maintain the flexibility that we have, generate positive EBITDAs and cash flow in that business.",no
We do have a -- it's obviously a big portfolio of brands.,no
"The Company continues to invest in state-of-the-art technology to drive innovation and performance, including asphalt plants that use more recycled products and substantially less energy.",yes
"In a general sense, we always strive to reduce cost, but we're really pretty close to -- pretty close to the edge right now.",no
"Similarly, in the field of renewable energies, the Group’s experience with outsized structures will stand it in good stead in the effort to capture energy in the air or on the seafloor.",yes
"Environmental performance – On the Environment Agency’s latest assessment (2012/13 draft report), which covers a broad range of operational metrics, UU is an upper quartile company.",no
"And with regard to CO2 pipelines, if I understood the question correctly, like I said, clearly we are looking for new opportunities there.",no
"We're not -- again, we don't predict beyond the first quarter for our exact guidance.",no
"Details of our efforts in promoting sustainability in our marketplace, workplace, community and environment are set out in our 2016 CSR Report which will be available on the HKEX Group website together with this Annual Report.",no
"However, I also see a need to translate this busi- ness into concrete numbers or present it as a clear busi- ness model.",no
I mentioned continued focus on cost savings which will clearly be a part of this.,no
Chlor-Alkali and Vinyl The Chlor-Alkali and Vinyl business provides cost-advantaged chlorine and caustic soda supply and integration for the Polyurethanes business.,no
"Ma- naged by NEoT Capital, NEoT Offgrid Africa is a platform that invests in distributed renewable energy projects in Africa.",yes
"The Lamphun Mine and Li District Municipal Office organized a volunteer activity to build check dams at Huay Khaeng Upstream Forest in Moo 17, Li Sub-district, Li District, to preserve forests.",yes
"In August 2013, a two-phase separation plan was approved, which included a line speed reduction in June 2014, ahead of the final closure.",no
"Its teams’ energy management know-how also enables it to improve the energy efficiency of industrial processes and buildings, actively helping to reduce its customers’ carbon impact.",yes
RETIREMENT BENEFIT SCHEMES The Group has established various retirement benefit schemes for the benefit of its staff in Hong Kong and overseas.,no
"It also seeks to foster joint policies and actions and propose legislation to raise the quality of the installation of efficient technologies, ensure environmental benefits and dignity and, at the same time, generate savings for the public.",yes
"As for “aggressive expansion in growing markets ,” international markets are becoming increasingly important to Toyoda Gosei, and we are actively investing in markets around the world.",no
OPG makes contributions to the Nuclear Segregated Funds based on the approved ONTARIO POWER GENERATION 155 contributions to the Ontario NFWA Trust (NFWA Trust) established by OPG pursuant to the NFWA.,no
"In this Project, KEGCO will build and operate a gas-fired combined cycle power plant in southern Thailand, and sell electricity generated by the plant to the Electricity Generating Authority of Thailand.",no
CARB has now spent over $100 million trying to develop regulations in 5 years.,no
"The Group’s 2019 EP&L results show that 19% of Kering’s environmental impacts relate to water use and pollution, and that they are mostly in Tier 4 (production of raw materials) of its supply chains.",yes
"And it's really on the liability side and it's really related to how we're managing our wholesale deposits, not necessarily core deposits with customers.",no
Our Energy and Carbon Policy commits our operations to adopt and maintain global best practices in carbon and energy management and to minimise greenhouse gas (GHG) emissions.,yes
"Strategically, obviously, it moves us in the direction where we want to be, which is more higher technology focused and reduces our conventional footprint.",no
"But we are looking at both getting to free cash flow neutral and maintaining our debt leverage, both of which we believe are important for the going-forward plans that we have.",no
"To realize the non-carbon society aimed for under the Paris Agreement, we set a CO2 emissions reduction target with FY2031/3 as the goal.",yes
— Broad Applications from Fuel Cell Components to Interior Components Toyota Motor Corporation’s MIRAI is the world’s first mass- produced fuel cell vehicle incorporating next-generation eco- car features.,no
"Specifically, by developing floors and ceil- ings designed to be dismantled and relocated, we can accommodate the need for relocation (restore & rebuild system) of temporary structures.",no
"This is essential to stimulate and accelerate further development of lower carbon fuels, technologies and innovations to provide the full range of energy needs for a growing and more prosperous global population.",yes
All guests are requested to participate in the project by contributing to a conservation fund.,no
The gas emission of waste-to-energy projects of the Group has fully complied with Euro 2000 Standard and the leachate treatment has met the national Grade 1 emission standard.,yes
"DSM aims to step-up its financial results at the same time as pursuing its ambitions in sustainability and its beneficial impact on people’s lives, creating value in terms of People, Planet and Profit.",yes
"They wanted to have renewable and green power there, and they partnered with us.",no
"The permitting process requires a thorough study to determine the baseline condition of the mining site and surrounding area, an environmental impact analysis, and proposed mitigation measures to minimize and offset the environmental impact of mining operations.",yes
"RUSAL pays special attention to establishing a constructive dialogue with state authorities and employees, business partners, the general public and expert organizations to jointly resolve health and safety issues.",no
"These relate principally to the activities of Neue Aargauer Bank and BANK-now, which are managed as part of Private Banking & Wealth Management, financing vehicles of the Group and hedging activities relating to share-based com- pensation awards.",no
"Since then, Orocobre Limited and Toyota Tsusho have coop- erated in setting up the business, constructing a plant for refining lithium drawn from the lake in 2013.",no
"This quarter we’re backfilling more than half of the 400,000 square foot move out that we talked in Q1 and we accomplished that through a long term expansion of one of our existing tenants.",no
The Bank launched a new product – green mortgages – which offers discounts to stimulate more climate-efficient housing.,yes
Boosting sales of energy-efficient products and encouraging a shift to low-carbon energy sources are therefore central to the strategy.,yes
"If you look at the management team of FivePoint, led by Emile Haddad, who we have been working -- he's been working within the company for over 20 years.",no
"Many independent energy services companies have added direct building controls capabilities, which are increasingly viewed as essential rather than optional.",no
"Hard to put a basis points contribution over time on that, but I think that's serious because that, in turn, is what sets up the project execution itself, right?",no
"With the launch of our strategy, and our People First approach, we are reinforcing our commitment to our people.",no
"On June 8, 2017, the Company concluded a Joint-Venture Agreement with TEPCO FP with the aim of integrating their fuel acceptance/storage/gas transmission businesses and the existing thermal power generation businesses, etc.,",no
"Skikda The Skikda project is a water desalination plant located in Skikda, Algeria.",no
And there were a few things that didn't work quite right and a few things that were unique to our business.,no
Our solar plans for Virginia also would give Dominion a zero-carbon-emitting boost.,yes
We have been working hard to become more efficient and to achieve sustainable cost savings.,no
Renewable energy sources in particular are expected to generate growth because their irregular electricity production will necessitate greater storage capacity.,no
Our customers leverage Tastesense™ to reduce up to 30% of sugar in their finished products without sacrificing taste.,no
"And so our focus is around -- basically around what we call fresh and natural, but it's about just fresh and natural foods.",no
"It reflects the Group’s desire to support the global goal of reducing greenhouse gas emissions, consistent with the Paris Agreement.",yes
"CLEAN COOK STOVES is a business model that enables our company and social entrepreneurs to reach new markets with cleaner, healthier cooking solu- tions through the production and commercialization of concrete cook stoves.",no
I mean currency had an impact on our reported SG&A as well.,no
Kokkola has installed a new converter in order to reduce SO 2 emissions has begun at Harjavalta. •,yes
Consumers are generally shopping around and switching for the best deals.,no
We're not generating right off the bat a great big savings at $8 or $9 per precert.,no
"A little tougher to do that these days, but we still would like to see, as early as possible, some ability to get to accretiveness, either through cost reductions or synergies that the divisions may bring to each other.",no
So our 2000 lease -- our 2017 lease expiration schedule is in fantastic shape right now.,no
"Yes, I think on the NSE side, we continue to improve our operational efficiencies.",no
And then we would also look beyond that if we continue to pay down and don't do an acquisition at some stock repurchases.,no
And then we're setting that level to make sure that we reach cash flow neutrality by 2017.,no
"So I won't comment on any other deal, not my place to say.",no
"And even -- that a session that Gina McCarthy was at and she even said that by 2030, she still expects 30% of the generation of this country to be coming from coal.",no
"As a part of rural Infrastructure development initiative, a total of 135 ponds & 64 farm ponds have been deepened and 66 streams have been widened resulting in increase of 32,52,882 cu.mt storage capacity.",no
Hellmann's in the US has also committed to use recycled plastic materials for all its mayonnaise and mayonnaise plastic dressing containers by 2020.,yes
It is therefore necessary to secure profits in any type of external climate to steadily conduct business.,no
"But we are again, seeing really positive signs from the new V8 Veggie Blends and the impact that's having on our vegetable juice.",no
"We will integrate environmental and social principles in our businesses, ensuring that what comes from the people goes back to the people many times over.",yes
"In the past three years, we have improved the nutritional profile of more than 20% of our products so we can offer the best food and beverages.",no
"And then of course we balance that with earnings as well but we do constantly look at the portfolio and when we have the opportunity to through a cash acquisition, do a Verse 1031 exchange, we definitely consider that.",no
"All right, let me start with the capital allocation and so forth.",no
The 40 kilometre main access road was completed in December and the river terminals are expected to be operational in Q1 2017.,no
"Our strategy its current business whenever possible, and progressively reduce the carbon intensity of its activity and its customers.",yes
"I have said in the past that our core portfolio is a low-cost, environmentally controlled portfolio.",no
We are not only increasing our own renewable power capacity but also promoting wider development of renewable energy power sources.,yes
The new business division christened as “Havells Enviro” has already installed a total of 3.5 MW rooftop solar system at your Company’s Faridabad Plant and Alwar Plant.,no
